scooter-href,etat,marque,annee,adresse,prix,image_link-src,description
https://www.expat-dakar.com/annonce/lml-6196974,Venant,Piaggio,2008.0,Hann maristes,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5abbdd6d201607d2b7d6696c17dba1d0/-/horizon-files-prod/ed/picture/q8v4gqrr/3262e77eeab01e28f669712f8da1c5916d0bc61f.jpg,"Je vends ma vespa star LML moteur 200cc manuel 4t 2008 :transmission. Révision complète à 17000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-electrique-6060922,Neuf,Zhongyu,2024.0,Ouakam,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a00403e0a6d75163dcddcc2fa6ab6bb0/-/horizon-files-prod/ed/picture/q6xked4z/7e4d1b365dac9205f1d8e0f84c53e58579e4d5bf.jpg,"Il s'agit d'une moto électrique pure, respectueuse de l'environnement et silencieuse, avec un temps de charge d'environ 8 heures. Chaque charge consomme 1,8 kilowatts d'électricité domestique, coûte un dixième de celui d'une moto à essence et a une fonction inverse. Système anti-vol. Lampe torche d'urgence. Feux de sécurité. Chargeur de téléphone portable USB. Un GPS peut être ajouté. Équipé d'une batterie au plomb-acide graphène ❗️72v32ah, d'un moteur sans balais ❗️2000W DC et de freins à disque de sécurité doubles avant et arrière. ❗️Jantes en alliage, ❗️Pare-chocs anti-collision, ❗️Pneus sable, la vitesse est d'environ 80 kilomètres par heure. Une moto avec une autonomie d'environ 60 à 100 kilomètres et un coffre gratuit. De plus, nous avons également une variété de produits de motos électriques dans notre magasin. Bienvenue pour nous appeler pour consultation."
https://www.expat-dakar.com/annonce/moto-electrique-6077714,Neuf,Autre,2024.0,Yoff,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/873e843f85a3662050e6b075aea508fd/-/horizon-files-prod/ed/picture/qkrgwe7z/8e6e149d26d72ffe10565084f4abc9fce64613a1.jpg,"Il s'agit d'une moto à trois roues purement électrique, respectueuse de l'environnement et silencieuse, avec un temps de charge d'environ 8 heures. Chaque charge consomme 1,8 kilowatts d'électricité domestique, coûte un dixième de celui d'une moto à essence et a une fonction inverse. Système anti-vol. Lampe torche d'urgence. Feux de sécurité. Chargeur de téléphone portable USB. Un GPS peut être ajouté. Équipé d'une batterie au plomb-acide graphène ❗️72v32ah, d'un moteur sans balais ❗️2000W DC et de freins à disque de sécurité doubles avant et arrière. ❗️Jantes en alliage, ❗️Pare-chocs anti-collision, ❗️Pneus sable, la vitesse est d'environ 45 kilomètres par heure. Une moto avec une autonomie d'environ 80 kilomètres et un coffre gratuit. De plus, nous avons également une variété de produits de motos électriques dans notre magasin. Bienvenue pour nous appeler pour consultation."
https://www.expat-dakar.com/annonce/tricycle-pour-entreprise-6199849,Neuf,Bajaj,2024.0,Sicap Liberté,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cdb8901fb1d1e836b2ead0ff0d33bb27/-/horizon-files-prod/ed/picture/qngp29k0/b3354618c602dd44779656f8684e0b454aa51097.jpg,"Un kit de #tricycles pour entreprise professionnelle de la #distribution.

Le terrain, un aspect à ne jamais négliger.

Le saviez-vous ?

La stratégie marketing et commerciale bien réfléchie et mise en œuvre est un réel facteur de succès global.

Avec ce kit, vous élaborez une stratégie marketing basée sur la prospection-distribution : vous faites de la distribution tout en faisant la promotion de vos produits.

C'est plus rentable que les panneaux publicitaires sédentaires.

Vous bénéficiez d'un véritable effet de levier commercial tout au long de la journée, sans avoir à puiser sur votre budget de prospection, d'activation ou de réactivation.

Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/xmax-250-a-vendre-6201080,Venant,Yamaha,2007.0,Mbao,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5329db90468160172091c8eac654fcf4/-/horizon-files-prod/ed/picture/qkr82xgp/74934d4e2d569402574377a4676f92401f78f88f.jpg,"Je vends ma    . Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-electrique-2-places-super-puissant-6202447,Neuf,Autre,2024.0,Fass,650,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca68a7451c49728f9de9e87c0843bc0c/-/horizon-files-prod/ed/picture/q0g755md/4d77e150f2da0f6b1a8a9d6a5c26e8ea26a3de68.jpg,"NOUS VOUS PROPOSONS NOTRE NOUVELLE GAMME DE MOTO ELECTRIQUE NEUF, 0 km.

CARCTERISTIQUES :

💪🏻 Puissance : 1000 W

🛣️ Autonomie : 100 km

⚙️ Transmission : Auto (4 Vitesses)

⏱️ V max : 70 km/h

🔋 Batterie : 06 pièces (72V / 20.Ah)

🔌 Chargeur Auto Stop : 220V

🕒Temps de charge : 6 - 8 H

🎚️ Régulateur de puissance : Automatique

💡 Phares (Avant / Arrière) : Led

🛑 Feux Stop : Led

🚦Système de freinage : ABS / Freins

hydraulique a disque

🛞 Pneus : Tubeless 20""

🗜️Cadre : Alliage d'aluminium

↕️ Amortisseurs : Hydraulique

(Avant / Arrière)

🔑 Clé Double

🔐 Sécurité : Alarme / Blocage moteur

🗑️ Porte Bagage : Vendu Séparément

💺Siège : 2 places

🏋️Charge Max : 250 kg

🔔 Klaxon

Showroom Fass Delorme / Rond point  Canal 4

Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/ktm-super-adventure-1290-neuf-6202391,Venant,KTM,2021.0,Médina,5000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/30c58d4be9b54c4e350cf75693c23adf/-/horizon-files-prod/ed/picture/q0g755re/d09f5f0d29b89a46059fddc38c4ae82797c4cbbf.jpg,"Je vends ma KTM Adventure 2021 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-xadv-2020-6201821,Neuf,Honda,2020.0,Sacré-cœur,2950000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b15e4b9826d52a9716e0353e2f72af3/-/horizon-files-prod/ed/picture/qzvpexwg/e456a35b6f6dc3004a9196241dfce2f9b8e94ef6.jpg,"Je vends ma   2020 . Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/gs-1300-trophy-2023-6203457,D'occasion,BMW,2023.0,Sacré-cœur,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9aef2ffb2fdc44072fa45619dd66b572/-/horizon-files-prod/ed/picture/qgqwzkq4/7320465d7bbd2601a23a0d29efb96e8ef5148d35.jpg,"Découvrez cette magnifique BMW 1300 GS Trophy 2023, une moto d'aventure exceptionnelle avec seulement 1000 km au compteur. Parfaite pour les amateurs de sensations fortes et les aventuriers, cette moto est équipée pour affronter tous les terrains avec style et performance."
https://www.expat-dakar.com/annonce/bmw-gs-1250-adventure-6205469,Venant,BMW,2020.0,Almadies,5300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e5e45681b503ec6aed9bf1971774ed2/-/horizon-files-prod/ed/picture/q0g75j7j/4c3b339a8f9a3b74e36d14799cf0b8dcf88fbeba.jpg,"Je vends ma GS  1250 ADVENTURE  2020 :. 7.300 KM  VISIBLES AUX ALMADIE Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/piaggio-derby-6205788,Venant,Piaggio,2012.0,Fass,540000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0dc745af5d707822b674c684cfba7b95/-/horizon-files-prod/ed/picture/q6xdz9en/00232bf3b8456a68338ad20c0be4a17429ad346c.jpg,"Je vends ma    . Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/ktm-690cm3-6205785,Venant,KTM,2014.0,Fass,1850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/81ac75f98c1dd9a61ba5e9b102f472dc/-/horizon-files-prod/ed/picture/q56dv0ex/8f5e5710add811ad08c675b0d7d8113bbf0f8132.jpg,KTM 690 cm3 venant de la suisse très bon état avec cmc jamais rouler au sénégal
https://www.expat-dakar.com/annonce/honda-cbr-650-r-6206624,Venant,Honda,2020.0,Pikine,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/968c8c62ab94745389d6f6ac0bcef486/-/horizon-files-prod/ed/picture/qv4wx70g/be01bf8bbde610c69b54b9537db0262f23645f1d.jpg,"Je vends ma Honda CBR 650 r avec ligne complète Akra 2020 :transmission. Révision complète à 35 km.papier CMC Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/liberte-3v-6208054,Venant,Piaggio,2015.0,VDN,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7cffdab9008269b0c7eeac82bee5f46/-/horizon-files-prod/ed/picture/qrz8024n/e90882b0593ae842829d54b5a0b36084ee2f429f.jpg,"Je vends ma Piaggio Liberty 2015 :transmission. Révision complète à 7000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-africa-twn-model-2023-6189235,Neuf,Honda,2023.0,Sacré-cœur,380000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/69524b4021d00d53dd3d8c9977ce7ad3/-/horizon-files-prod/ed/picture/qgqw8m7n/4a558b63dcb97f642f604da3cc1f672aaaff2bd3.jpg,Avendr Africa twn 2023 24000km
https://www.expat-dakar.com/annonce/yamaha-mt-tracer-07-2022-6212290,Venant,Yamaha,2022.0,Castor,2850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a459dc673456f635676ab325733056a6/-/horizon-files-prod/ed/picture/qv4wqzg8/35a8f856d9d3d285e0d6e83cc0d3dc8c74f6a430.jpg,"Marque : YAMAHA

Model : MT Tracer 07

Année : 2022

Kilométrage : 15.900km"
https://www.expat-dakar.com/annonce/r-1250-r-6214815,D'occasion,BMW,2020.0,Sicap Liberté,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed460c34363d564740e845fbd2be2bc1/-/horizon-files-prod/ed/picture/qj4qw9wd/2155e8ad169a9fb5d4e7c35e2c45773e59870b1a.jpg,"Je vends ma  R 1250 R année  2020 : transmission. En trés bon état. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/bmw-gs-1200-6214845,D'occasion,BMW,2016.0,Karack,2850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b15dbd43c8b3eb12d462bb6cb0d2a05b/-/horizon-files-prod/ed/picture/q78wm4rn/3feca8dc606a2ad4368757f23414bf687594daf0.jpg,"Pour cause départ je Vend bmw 1200 gs année 2016 carte grise 42.000 km , crashbar , puce enduro pro"
https://www.expat-dakar.com/annonce/beverly-led-avec-cmc-6215139,Venant,Autre,2012.0,Guediawaye,1350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0c50b327ad0e167227e7015930513f5/-/horizon-files-prod/ed/picture/q2j0dv08/6ab820bdd04ddfa5796e95390d3c4a0aa0cf891e.jpg,"Je vends ma Autre  2012 :transmission. Révision complète à 87000 km. Si vous êtes intéressés ou souhaitez plus d'informations, AVEC CMC"
https://www.expat-dakar.com/annonce/vespa-lx-15p-6215835,D'occasion,Piaggio,2016.0,Liberte 5,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5d01b9aeca24f6e5163a60eb4f9da17/-/horizon-files-prod/ed/picture/qgqw06k2/838850608dbb905ba263c7cfabfd3b6acdbec083.jpg,"Je vends ma Piaggio LX 2016 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-electrique-k202-6216233,Neuf,Autre,2024.0,Liberte 6,526400,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3b99292c4b6f86f114b8e5309f75a4e1/-/horizon-files-prod/ed/picture/qxjpzvxj/bca79509c9082abc11fdd73bfd5d6b0e069034e5.jpg,VISION TRADE GROUP met en vente des motos électriques K202 vitesse 55km/h - sur 60km autonomie
https://www.expat-dakar.com/annonce/scooter-electronique-little-amy-6216240,Neuf,Autre,2024.0,Liberte 6,478000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/236c6f8fbbcae547ab7c51200e1d40e2/-/horizon-files-prod/ed/picture/qde76p42/243384fb5f3f25e38af7ec2391b900cffd4f5265.jpg,Découvrez nos scooter de ville électronique Little Amy  Vitesse 50KM/H	ENDURANCE DE CHARGE COMPLÈTE  60KM
https://www.expat-dakar.com/annonce/yamaha-xmax-nouveau-modele-phase3-6217637,Venant,Yamaha,2024.0,Liberte 6 extension,1150000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a1cb66744b150f4eaf3debad9fc9c257/-/horizon-files-prod/ed/picture/qj4qwn58/f92e806249cd27e53745c825fde044b1a3af75c6.jpg,"Je vends ma Yamaha  2024 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-6212308,Venant,Honda,2009.0,Thiès,950000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d67526399ceb5dd3165886ce9794e63b/-/horizon-files-prod/ed/picture/q8v4dgkr/6156b5f35df484435baadeae28df51196a9da205.jpg,"Je vends ma Honda FJS Silver Wing  :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-honda-pcx-2022-toute-neuve-avec-commande-6220212,Neuf,Honda,2022.0,Bel air,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/966c0ff1b849ffaf06857135671e06cb/-/horizon-files-prod/ed/picture/qm5g9pqz/1468727fddcf3675df89a5eb2a92cecb413afeed.jpg,"Je vends ma   2022 :transmission. Révision complète à 0 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/bagger-6220228,Neuf,BMW,2024.0,Ngaparou,17000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9a376bd4ec302e509d49bb3135d764c/-/horizon-files-prod/ed/picture/qwep52x0/c01c6ffd90a1bafe59362e20d082f00174f0e911.jpg,"Je vends ma moto bmw k1600 bagger 2024 . Révision complète à 10000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/huqsvarna-901-6222198,Neuf,Husqvarna,2024.0,Plateau,6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff29b458b57f66567ad3c85d3a1e7e8f/-/horizon-files-prod/ed/picture/qrz846e8/1f127a08fc81eb35f70f8d88bda3b41dd7be7f23.jpg,"Je vends NEUVE ma Husqvarna  2024

Révision complète à 500 km.

Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/cfmotor-450-6222196,D'occasion,CF Moto,2020.0,Sebikotane,5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fecb4943d7f61420530c5fcdece6a945/-/horizon-files-prod/ed/picture/q8v4xkwz/c1a1f177dbb06572e79b9ae2737d399fa66fe9d1.jpg,"Je vends mon quad 2 places cFMOTOR 450

Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/a-vendre-vespa-piaggio-50-4temp-6224082,Venant,Piaggio,2010.0,Hann maristes,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/810c2aaaebd4f8b61c4607e44e056af1/-/horizon-files-prod/ed/picture/qpdmq7rv/9294e31c8d6c505c483d8a2c5a104c89e3d29bd0.jpg,"Je vends ma Piaggio Super LX 2010 :transmission. Révision complète à 15000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/ducati-multistrada-pikes-peak-6223910,Neuf,Ducati,2023.0,Plateau,9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/34104f6597c0a937201922a65fd1f695/-/horizon-files-prod/ed/picture/qrz84062/cc8308a86f37dc0b2966d373ca2aabe634e756fe.jpg,"Je vends ma Ducati Multistrada 2023 :transmission. Révision complète à 6000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi.

Full option dans un état proche du neuf moto de compétition ligne akrapovic"
https://www.expat-dakar.com/annonce/moto-cross-pour-adultes-6224942,Venant,Autre,2020.0,Almadies 2,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/484aa04ff82f83f45c44abf51870b568/-/horizon-files-prod/ed/picture/qenvjmw6/3e5e9f015b29c6365cb7fa14f377a09370c6763b.jpg,"Je vends ma Autre  2020 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/velos-6225465,Neuf,Autre,2024.0,Plateau,30000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c505c46d1e587be4daaf8b9de9d2a753/-/horizon-files-prod/ed/picture/qzvp5w6k/2101bcdd5cfedb284ab7e5de0cec42158e296216.jpg,"Je vends ma   2024 . Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/kamax-4-enduro-preparee-6171681,Neuf,Autre,2024.0,Saly Portudal,2600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/23d0176627c022dac85a04bf2e3ae750/-/horizon-files-prod/ed/picture/qj4q5dxv/73e49f1fe5353c929e5205d4c0d68ff03c3542d2.jpg,"Moto belge enduro préparée pour tout terrain. Moteur 250cc de 24cv. État neuf, encore dans leurs boites (montée à l`achat).

-Amortisseur à gas

-Suspensions renforcées et fourche inversée.

-Moteur robuste et coupleux

-Réservoir de 9L

-Pneux cross

-Look agressif et sport"
https://www.expat-dakar.com/annonce/a-vendre-ducati-scrambler-1100-6194012,Venant,Ducati,2021.0,Hann maristes,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5391a1bd02dc141eeadc2ff867d088ae/-/horizon-files-prod/ed/picture/qm5gn79m/32cc521ef5e977214c3d45f67a10a088da070f7a.jpg,"Je vends ma Ducati Scrambler 2021 :transmission. Révision complète à 20000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/suzuki-a-vendre-6226294,Venant,Suzuki,2023.0,Diourbel,850000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e2daf3accac872113d4a485094254f10/-/horizon-files-prod/ed/picture/qwep56rk/0d80b537042423f89d6afa033df3047dda69a1d3.jpg,"Je vends ma Suzuki Burgman 2023 :transmission. Révision complète à 8000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/trotinette-electrique-6141221,Neuf,Autre,2024.0,Fass,1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/81c481671e0ecfd531e0c475bc8eaf80/-/horizon-files-prod/ed/picture/qzvpp0ex/096121128ab9fce0628978d17bc4d45292d73741.jpg,"Trottinette électrique sport pro et simple. Puissance 350W, autonomie 30km/h; régulateur automatique de puissance .connectivité bluetooth; freins mécanique à disque."
https://www.expat-dakar.com/annonce/bmw-1200-gs-annee-2017-6227082,D'occasion,BMW,2017.0,Fann,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f356bc3859c52e13507ef16309e147b9/-/horizon-files-prod/ed/picture/qpdmqezm/d51c7670e04aae0129fb895020ffc55235fac9bc.jpg,"Je vends ma BMW GS année 2017

transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/bmw-1200-lt-annee-2008-6227102,D'occasion,BMW,2008.0,Fann,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c25233aa00adf8ec501fde5294d69302/-/horizon-files-prod/ed/picture/qv4w562p/176b5ab1c1a1c6d435e302dfd719a2a2f1c0ac6d.jpg,"Je vends ma BMW  1200 LT année 2008 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/cfmoto-400-annee-2020-6227461,Venant,CF Moto,2020.0,Mbour,4750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eb6f81b3767b7b0b78019f6c52a46151/-/horizon-files-prod/ed/picture/q2j0nm9g/e901e9079acef506cc117b5c6aa2a425170af9d2.jpg,"Je vends ma CF Moto  2020 :transmission. Révision complète à 1100 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/yamaha-nmax-125-6228004,D'occasion,Yamaha,2017.0,Hann maristes,950000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8fa39d2099ad64905a691bb8260a7fc/-/horizon-files-prod/ed/picture/q9mj6eq8/4b92a66311b2be049f3a5a0b884e544cb54ba970.png,"Je vends ma Yamaha NMAX 2017 :transmission. Révision complète à 30000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/honda-xadv-2019-6215734,Venant,Honda,2019.0,VDN,3500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3307fc83afe594d32a8cc4326eccc50b/-/horizon-files-prod/ed/picture/qm5g4wnj/2d98b19137fc7e71c763b053d2c13a25b005f2fe.jpg,"Je vends ma Honda  2019 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi.

mode sport pau Acrapovic feux antibrouillards fourche noir full options"
https://www.expat-dakar.com/annonce/africa-twin-2018-6228574,D'occasion,Honda,2018.0,Almadies,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2e7f09d1ce79cedcc499cce924504c4d/-/horizon-files-prod/ed/picture/q8v4xjq0/aa8512fa9ba71278d39fa516789931a26a9dd723.jpg,"Je vends ma Honda XRV Africa Twin 2018 :transmission. Révision complète à 40000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/yamaha-fzr-1000-6228502,D'occasion,Yamaha,2005.0,Djily mbaye,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6312cc7eb04a356acb8daf063c5460c9/-/horizon-files-prod/ed/picture/qv4w526j/b36aef9237a2d9620727d0d1ec5d2bc7d38aee1f.jpg,"Je vends ma Yamaha Fzr 1000 de 2005. Elle n'a pas de carte grise mais je peux faire un acte de vente. Moteur bon état, elle roule bien juste à changer les carburateurs."
https://www.expat-dakar.com/annonce/ducati-multistrada-950s-6118308,Venant,Ducati,2023.0,Hann maristes,2700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/11fadd8ed0c81ace2307643788d1bfa3/-/horizon-files-prod/ed/picture/q8v4z2zj/e42ab29db72ebb5a8a09b4d2192a3fe624e38391.jpg,"Je vends ma Ducati  2023 :transmission. Révision complète à 14000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/quad-cf-moto-800-parfait-etat-6230160,D'occasion,CF Moto,2013.0,Saly,4000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6776669a272dad1a816fc872e2676311/-/horizon-files-prod/ed/picture/qpdm5wgw/8af1d2b96b1044d3c9ac0a5d6f62e1dbb5d45dcb.jpg,"Je vends ma   2013 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/moto-700cl-x-6230348,Neuf,CF Moto,2023.0,Almadies,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7459d86fcbe82a69550d0b05623c5bd6/-/horizon-files-prod/ed/picture/q9mj282x/60b0d0e08ff97bfb901c39f1c785d3c9be2c7f38.jpg,"Je vends ma CF Moto  2023 :transmission. Révision complète à 6105 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/beverly-venant-moteur-250-avec-cmc-6213096,Venant,Piaggio,2024.0,Dieuppeul,950000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/035d0b48ee77a601f2d5c80013409d20/-/horizon-files-prod/ed/picture/q8v4dnqn/d88579f2fc79871621eb0857b169aa3132c461ab.jpg,Beverly venant
https://www.expat-dakar.com/annonce/casque-integrale-double-visiere-6233012,Neuf,Autre,2024.0,Colobane,25000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f97d2629de802f2b2bbe37419bc16b5/-/horizon-files-prod/ed/picture/qm5gkjrw/2a98a5c08ebfaed20a08e1826cad1ea81a49aa2a.jpg,"Je vends ma    . Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/kawazaki-kx-85-6233419,Venant,Kawasaki,2011.0,Pikine,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/030e7faaf1c56545468a80498aee3bf6/-/horizon-files-prod/ed/picture/q56d2z7p/39c40f707d434c9bc69f4aeeb5d8719474fceba0.jpg,"Je vends ma Kawasaki KX 85 cm3 2011 :transmission. Révision complète à 00 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/ktm-smcr-6233432,Neuf,KTM,2017.0,Pikine,2400,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7bf4056a956b09371157e4e457b535e/-/horizon-files-prod/ed/picture/qrz8kjd9/543c39101581f1fa437447b533898950e66bf7ff.jpg,"Je vends ma KTM SMCr 690 2017 :transmission. Révision complète à 14 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi.

KTM 690 SMC R"
https://www.expat-dakar.com/annonce/yamaha-ybr-125-6233562,D'occasion,Yamaha,2020.0,Sicap Sacré-cœur,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3e02cfbb8e58c97708350da2c3cb2d6/-/horizon-files-prod/ed/picture/qde7zn9g/83dce0e79fee879451e7d48956b6156a1c5d5ca9.jpg,"Je vends ma Yamaha YBR 2020 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/bmw-hp-6233643,Venant,BMW,2020.0,Pikine,4700,https://i.roamcdn.net/hz/ed/listing-thumb-543w/726b153d923d633a672e81775d3ccbd6/-/horizon-files-prod/ed/picture/qzvpqxxx/9bf7dcd2c0612c368dd89b0a8dbaf0236499e494.jpg,"Je vends ma BMW R 1250 Adventure 2020 :transmission. Révision complète à 44 km. Avec papier Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/xmax-250-injection-nouveau-modele-6223985,Venant,Yamaha,2012.0,Liberte 6 extension,975000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b319d5483bf2d1262b147223df641cbb/-/horizon-files-prod/ed/picture/q56d85vg/44add6fcfe7bde7d16021e70870d7d50fe6c2839.jpg,"Je vends ma Yamaha  2012 :transmission. Révision complète à  km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
https://www.expat-dakar.com/annonce/bmw-f850gs-adv-40th-anniversaire-6236408,Neuf,BMW,2021.0,Yoff,2800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b49cdc8f77ccbb05acb91895b8b0525a/-/horizon-files-prod/ed/picture/q8v4285z/2c4512b87db3dba771d4ede683e75ce547ab4c7f.jpg,"Je vends ma BMW F 2021 :transmission. Révision complète à 27000 km. Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi."
