web-scraper-order,web-scraper-start-url,article_link,article_link-href,etat,details,adresse,prix,image_link-src
"1739145560-113","https://www.expat-dakar.com/equipements-pieces?page=29","PowerSCAN PS100
L'outil PowerSCAN est un testeur de circuits
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        27. nov. '24, 13:16
                                    
                    60 000 F Cfa
                        
                        774468349","https://www.expat-dakar.com/annonce/powerscan-ps100-loutil-powerscan-est-un-testeur-de-circuits-6148395","Neuf","PowerSCAN PS100

L'outil PowerSCAN est un testeur de circuits le plus révolutionnaire à ce jour. Doté d'AVOmeter, d'un testeur de lumière, d'une lampe de poche intégrée, d'un indicateur de court-circuit, d'un testeur de relais/composant, d'un testeur de continuité et d'un indicateur de mauvaise mise à la terre.

Réalise tous les types de service, y compris l'injection de tension, la mesure, les test de terre, les contrôles de polarité, les essais de continuité et l'activation des composants.","Guediawaye","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/39fa4f22834a3586e37b69482ee9023e/-/horizon-files-prod/ed/picture/qq42z69v/649c6d795d687cd734bf7da37fef97e0838f6b87.jpg"
"1739145562-114","https://www.expat-dakar.com/equipements-pieces?page=29","Abel Nettoyant Phares Auto
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        19. déc. '24, 22:30
                                    
                                            Vendeur vérifié
                                        
                    10 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/abel-nettoyant-phares-auto-6162815","Neuf","Abel Nettoyant Phares auto","Guediawaye","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e2dd174f17f0f8fc69979313cb3cbcf/-/horizon-files-prod/ed/picture/qj4qpe4v/217ff5f7211806686f000034340e26e675ee94cc.jpg"
"1739145565-115","https://www.expat-dakar.com/equipements-pieces?page=29","Liquide Nettoyant siège Cuir
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        19. déc. '24, 22:30
                                    
                                            Vendeur vérifié
                                        
                    5 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/liquide-nettoyant-siege-cuir-6162826","Neuf","Liquide nettoyant siège Cuir Voiture","Guediawaye","5 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a7ad2248682443da1b8a9c4e6781cc8f/-/horizon-files-prod/ed/picture/q9mj5q8w/19935b16f028ea8cfa2866447fcd988fa41b845c.jpg"
"1739145568-116","https://www.expat-dakar.com/equipements-pieces?page=29","50000
                                Neuf
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        10. janv., 12:51
                                    
                    50 000 F Cfa
                        
                        781600325
                    
                        775334359","https://www.expat-dakar.com/annonce/50000-6164856","Neuf","embout katag 22 pièces.  table suport bdm","Yoff","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7cda290ea50dc5717a9dfb41c7ccb3c2/-/horizon-files-prod/ed/picture/qm5g686w/2efa9ce4457980048aac42bad00a3087a763f479.jpg"
"1739145570-117","https://www.expat-dakar.com/equipements-pieces?page=29","xtoll 100 pad s
                                Neuf
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        10. janv., 12:43
                                    
                    420 000 F Cfa
                        
                        781600325
                    
                        775334359","https://www.expat-dakar.com/annonce/xtoll-100-pad-s-6164858","Neuf","xtoll 100 pad s programmation de cles fonctions spéciales diagnostic 2 ans mise à gratuite","Yoff","420 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2b3ba3358c79542565045bf13182cae/-/horizon-files-prod/ed/picture/qkr8p9pj/6278e310c5223b9f35895ccb5f4e984c09581cff.jpg"
"1739145573-118","https://www.expat-dakar.com/equipements-pieces?page=29","Bâche auto Suv , 4x4 et berline
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        30. déc. '24, 16:53
                                    
                    20 000 F Cfa
                        
                        770922410","https://www.expat-dakar.com/annonce/bache-auto-suv-4x4-et-berline-6166892","Neuf","Ce couvre voiture( bâche) en PVC extrêmement imperméable à l'eau est fabriqué à partir de la nouvelle technologie des ultrasonique pour éviter les trous d'épingles et empêche l'eau d s'infiltrer dans les coutures.c'est une housse de protection respirante et doublé en coton doux à l'intérieur.

La bâche est résistante ,légère et pèse moins de 5kg dans son emballage.

NB : les prix commencent à partir du prix affiché

Couvre-voiture Suv ou 4x4 c'est à 25000fr

Berline (petit véhicule) c'est à 20000fr

Livraison possible partout au Senegal","Sicap Liberté","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a0a35073f86118f5fa18be2baecbdae1/-/horizon-files-prod/ed/picture/q9mjr9d5/7c4cb26823f96d429e5afcad848d10a5e3d6ad4c.jpg"
"1739145575-119","https://www.expat-dakar.com/equipements-pieces?page=29","bluetooth car mp3 player voitures oto vehicules
                                Neuf
                                                                                    Dieuppeul,
                                                                                Dakar
                                    
                                        24. janv., 00:00
                                    
                                            Vendeur vérifié
                                        
                    6 000 F Cfa
                        
                        775573199
                    
                        775573199
                    
                        338686474","https://www.expat-dakar.com/annonce/bluetooth-car-mp3-player-voitures-oto-vehicules-5352046","Neuf","Vous cherchez bluetooth car mp3 player? Bluetooth car player seulement, d'autres accessoires démo dans l'image n'est pas inclus! Le bluetooth car player peut être directement connecté à un appareil via bluetooth, qui est pratique pour vous et plus rapide. Soutien bluetooth car player et android navigation. Et soutien bluetoo","Dieuppeul","6 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/963506525728c2aa420e6b49c893d929/-/horizon-files-prod/ed/picture/qv4m8028/4c7c63b437e2858cd926d6ec352c612659f1e77c.jpg"
"1739145580-120","https://www.expat-dakar.com/equipements-pieces?page=28","Pistolet Nettoyeur Haute Pression 30 bar
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        lundi, 12:28
                                    
                    35 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/pistolet-nettoyeur-haute-pression-30-bar-5924455","Neuf","Économisez l'argent chaque année sur le lavage des voitures et des patios

Pression parfaite pour un nettoyage impeccable et pour enlever la saleté

Super rapide et facile à nettoyer [Sans rayures]

Consommation minimale et résultats maximaux

Conception sans fil complète pour une utilisation en extérieur + conception légère

Pas besoin d'une source d'alimentation à proximité

Batterie longue durée [1 batterie 48V]","Grand-Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/58c513356b40c92f8ef3a585d6e7b33c/-/horizon-files-prod/ed/picture/qxj2gknq/0be70665dbce4840064546022540ff38f926222e.png"
"1739145583-121","https://www.expat-dakar.com/equipements-pieces?page=28","Gps pour voiture, moto, camion
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. janv., 11:17
                                    
                    20 000 F Cfa
                        
                        760263395","https://www.expat-dakar.com/annonce/gps-pour-voiture-moto-camion-6063803","Neuf","Avec ce boîtier noir vous pouvez surveiller les déplacements de votre voiture, camion et de votre moto. C'est l'appareil idéal pour ceux qui sont dans la location de véhicules. Il est efficace pour lutter contre les vols de voitures et de moto et dispose d' un port de puce téléphone. Via une application du nom de DAGPS vous pouvez consulter, les différentes positions de la voiture et de votre moto avec les historiques de déplacements. L'appareil se branche directement sur la batterie donc y aura pas de soucis d'autonomie.

Le prix du GPS est exclu du prix du montage❗️❗️","Hann maristes","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d9da690a00b67b98144630cf387e47a/-/horizon-files-prod/ed/picture/q0gwe5zd/3bf756d189472a021bb12d518cf954d13234939e.jpg"
"1739145585-122","https://www.expat-dakar.com/equipements-pieces?page=28","Aspirateur gonfleur 4 en 1 auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mercredi, 21:36
                                    
                    35 000 F Cfa
                        
                        776906464","https://www.expat-dakar.com/annonce/aspirateur-gonfleur-4-en-1-auto-2743200","Neuf","ã€?Aspirateur Multifonction 4 En 1? Les aspirateurs sont à la fois un aspirateur à main et des compresseurs d'air. Les aspirateurs à main multifonction améliorés peuvent non seulement mesurer la pression des pneus de la voiture avec précision pour gonfler les pneus à tout moment n'importe où en quelques minutes.Il est équipé de lumières LED pour mieux identifier la poussière et les cheveux ã€?Aspirateur à Aspiration Forte et Bruit Réduit? L'aspirateur de voiture adopte la technologie cyclone pour fournir une aspiration puissante continue, qui prend en charge une utilisation sèche et humide qui peut rapidement aspirer les poils d'animaux, la poussière, les restes de papier, les miettes de pain et les liquides. En même temps, il fonctionne bien dans la diminution du bruit lors du travail ã€?Nettoyage Complet de La Voiture? Un aspirateur de voiture portable avec un câble très long peut nettoyer en profondeur chaque endroit de votre voiture ainsi que 3 accessoires spécifiques différents. Avec cela, vous pouvez nettoyer les endroits difficiles à atteindre sans problème ã€?Double Filtre et Système de Dissipation de Chaleur? Le nettoyeur d'aspirateur de voiture utilise un système de double filtre: le cône cyclone peut séparer les déchets plus gros pour éviter le colmatage du filtre, tandis que le filtre amovible et lavable attrape la poussière fine, les cendres de cigarette. La pompe à pneu de voiture est dotée d'un système de refroidissement avancé pour éviter les températures excessives. ã€?Compresseur d'air et Mesure de La Pression des Pneus? Le gonfleur de pneus peut être utilisé pour les pneus de voiture, les vélos, les motos, le football, le basket-ball et l'anneau de natation avec accessoires de valve supplémentaires. Vous pouvez vérifier la pression des pneus à tout moment. Avec affichage numérique, valeur de pression maximale.","Plateau","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f05b3bb42ba41b18dc88332dbae08828/-/horizon-files-prod/ed/picture/migrated/qzzx7jn/86db580a52d4c9255dbed78b7e403d1c99436230.jpg"
"1739145588-123","https://www.expat-dakar.com/equipements-pieces?page=28","Batterie auto garantie 12mois
                                Neuf
                                                                                    Médina,
                                                                                Dakar
                                    
                                        6. janv., 18:54
                                    
                    45 000 F Cfa
                        
                        774744969
                    
                        774744969
                    
                        771590768","https://www.expat-dakar.com/annonce/batterie-auto-garantie-12mois-6178060","Neuf","12mois de garantie , livraison et montage gratuit, adresse rue de Reims x marchat. Voyager en sécurité avec SENBATTERIE AUTO","Médina","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f723b0a962ac9a96559a73afed17ce41/-/horizon-files-prod/ed/picture/qpdmjmqx/55b785d605f8deff9ea5559ead17c786421860b6.jpg"
"1739145590-124","https://www.expat-dakar.com/equipements-pieces?page=28","Écran auto Android Mazda CX-5
                                Neuf
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        12. nov. '24, 11:46
                                    
                    115 000 F Cfa
                        
                        761678532
                    
                        773757983","https://www.expat-dakar.com/annonce/ecran-auto-android-mazda-cx-5-6101969","Neuf","Écran autoradio Mazda CX-5 de 2012 à 2016 - Ecran tactile  9,7"" avec caméra de recul plus le cadre. Navigation GPS sous Android 13.0, Mains libres Bluetooth, Wifi, Apple Carplay, USB  et Android Auto sans fil - Branchement Plug&Play.

Prix: livraison et montage inclus.","Patte d‘oie","115 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/998e235e74a8c928b4e87db8a4b60486/-/horizon-files-prod/ed/picture/q0g7gg9k/238baa63451977cb25275517899bfb3fe86f7f13.jpg"
"1739145593-125","https://www.expat-dakar.com/equipements-pieces?page=28","Pneu
                                D'occasion
                                                                                    VDN,
                                                                                Dakar
                                    
                                        14. janv., 01:07
                                    
                    30 000 F Cfa
                        
                        773893461","https://www.expat-dakar.com/annonce/pneu-3524275","D'occasion","Je vends des pneu venant d'Amérique de toute marque et de toutes dimension à 5% d'usure seulement.","VDN","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfabb2201676753628cf81b7c617d7fb/-/horizon-files-prod/ed/picture/q49jeqr/d510b127f51597b3c26f291628c9cec96fd4eb9f.jpg"
"1739145596-126","https://www.expat-dakar.com/equipements-pieces?page=28","PIECES DETACHEES DEMI COUPE AVANT  CITROEN c3 2010
                                Venant
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        15. nov. '24, 10:34
                                    
                    1 200 000 F Cfa
                        
                        785977575
                    
                        776285875","https://www.expat-dakar.com/annonce/pieces-detachees-demi-coupe-avant-citroen-c3-2010-6185822","Venant","DEMI COUPE AVANT CITROEN c3 2010, MOTEUR Dv6, 4 PORTES, PARE-CHOC ARRIÈRE, MALL ARRIERE.","Cambérène","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4621961fafd58fff6a68c3d2d53b94c5/-/horizon-files-prod/ed/picture/q6xdvg2j/60bbdd45cab98f40c717dd8dbef939c089e71b5f.jpg"
"1739145599-127","https://www.expat-dakar.com/equipements-pieces?page=28","Siège auto haut de gamme- Réhausseur - ISOFIX
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        12. nov. '24, 21:13
                                    
                    72 000 F Cfa
                        
                        706921414","https://www.expat-dakar.com/annonce/siege-auto-haut-de-gamme-rehausseur-isofix-6180089","Neuf","1-siége auto bébé.

2 -Booster ou rehausseur. En voiture votre enfant ne cesse d'essayer de regarder à travers la vitre , mais est trop petit pour voir et parfois même préfère se tenir debout , pour admirer le paysage...!ce siège va vous aider à rehausser la place de l'enfant mais aussi de l'attacher et ainsi voyager en toute sécurité et ceci pour le grand bonheur de votre enfant.

Facile à installer avec le système Iso Fix .","Hann maristes","72 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce200a70079c4c5ee5bf962aa06aa39c/-/horizon-files-prod/ed/picture/q78w00z5/63ff6a160bcfc43e453ee401877ecf2f97f56fa2.jpg"
"1739145601-128","https://www.expat-dakar.com/equipements-pieces?page=28","TAPIS DE SOL VOITURE
                                Neuf
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        mardi, 15:04
                                    
                    20 000 F Cfa
                        
                        773973207","https://www.expat-dakar.com/annonce/tapis-de-sol-voiture-6189691","Neuf","Tapis de voiture de très bonne qualité

Compatibilité universelle

Installation facile

Tapis conçus avec du matériel de qualité","Ouest foire","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e2ca05b1c878b229e583dee8126aa40/-/horizon-files-prod/ed/picture/q0g7dnxx/12315b5650ee1c3bb33bfc733547255873d84b6a.jpg"
"1739145603-129","https://www.expat-dakar.com/equipements-pieces?page=28","BOUGIES D’ALLUMAGE BMW & MERCEDES
                                Neuf
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        5. janv., 11:22
                                    
                    7 500 F Cfa
                        
                        773973207","https://www.expat-dakar.com/annonce/bougies-dallumage-bmw-mercedes-6189686","Neuf","Les bougies d'allumage offrent une qualité, une fiabilité et des performances exceptionnelles.

Disponible MERCEDES et BMW

Best quality","Ouest foire","7 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4eb6cc64bcf8d6eaa5c6605c151c908/-/horizon-files-prod/ed/picture/qenvw9mx/6fc1b83d064f73bdc5b62edb402e22a8aaf81d6b.jpg"
"1739145608-130","https://www.expat-dakar.com/equipements-pieces?page=27","Outil de diagnostic voitures BLUETOOTH OBD2 ELM327
                                Neuf
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        jeudi, 09:40
                                    
                    7 000 F Cfa
                        
                        784074746
                    
                        784485061
                    
                        781932453","https://www.expat-dakar.com/annonce/outil-de-diagnostic-voitures-bluetooth-obd2-elm327-5979127","Neuf","Mini scanner auto OBD2 - Outil de diagnostic voitures Bluetooth  pour Windows Android - ELM327","Patte d‘oie","7 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4765b8bfd0ba734c561460bf2d67a2b0/-/horizon-files-prod/ed/picture/qngxzznz/7eb9b29d48e5288e9ed64c78278553ca704a31b1.jpg"
"1739145611-131","https://www.expat-dakar.com/equipements-pieces?page=27","Liquide Mousse Nettoyant Carrosserie
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        22. janv., 12:47
                                    
                                            Vendeur vérifié
                                        
                    3 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/liquide-mousse-nettoyant-carrosserie-6025600","Neuf","Liquide mousse Nettoyant Carrosserie","Guediawaye","3 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a02c9a53e7e9d173e6dca36a903039da/-/horizon-files-prod/ed/picture/q6xkwe4g/d2999fc4fb98c30046df72d5b0d66707a9330cda.jpg"
"1739145613-132","https://www.expat-dakar.com/equipements-pieces?page=27","Huile synthétique Rulexx plus  GTX pétrole &Diesel.10w40
                                Neuf
                                                                                    Liberte 5,
                                                                                Dakar
                                    
                                        27. oct. '24, 21:19
                                    
                                            Vendeur vérifié
                                        
                    35 500 F Cfa
                        
                        776306611
                    
                        777351602
                    
                        775404816","https://www.expat-dakar.com/annonce/huile-synthetique-rulexx-plus-gtx-petrole-diesel10w40-6047989","Neuf","RULEXX Plus  synthetique GTX Fully synthétique petrol & diesel 10w40 est l une des huile moteur les plus fiables c'est plus qu une simple huile.la formule Rulexx plus GTX a été développée pour lutter contre les trois principales causes d accumulation de boues dans les moteurs

La chaleur,les contataminants,et les courts trajets

En netoyant les boues existantes et en créant une barrière qui aide à prévenir la formation de dépôts.

Rulexx GTX active plus maintient les moteurs propres plus longtemps45% plus propre que la norme industrielle.

La formulation GTX ultra clean aide à prolonger la durée de vie du moteur","Liberte 5","35 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3d93c1463118ed41a33fb876e7979d56/-/horizon-files-prod/ed/picture/q785zn2d/a7e8ea6001bbd83c660a140f5144e58ab5f2c2aa.jpg"
"1739145616-133","https://www.expat-dakar.com/equipements-pieces?page=27","Aspirateur Allumé Cigare
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        12. nov. '24, 21:04
                                    
                    23 000 F Cfa
                        
                        706921414","https://www.expat-dakar.com/annonce/aspirateur-allume-cigare-6196874","Neuf","Aspirateur allume cigare véhicule. Équipé de brosse tuyau flexible et embout pointu, c'est l'idéal pour atteindre tous,les recoins de votre véhicule et retirer facilement les saletés et même mes miettes. Et ceci même s'il fait sombre car il,est équipé d'une lampe torche led. Il est facile à entretenir avec un filtre lavable à l'eau réutilisable. Fil,de 5m, pour aller facilement jusque dans le coffre de votre véhicule.","Hann maristes","23 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d6310174894c65d229972e7313bc2817/-/horizon-files-prod/ed/picture/q8v4gqnz/6eca912d5d0afea2e31020dfbbe473a88a70e2ae.jpg"
"1739145636-134","https://www.expat-dakar.com/equipements-pieces?page=27","GPS
                                Neuf
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        10. déc. '24, 09:44
                                    
                    20 000 F Cfa
                        
                        775636576
                    
                        772891632","https://www.expat-dakar.com/annonce/gps-5871413","Neuf","Le GPS par satellite Beidou peut fournir un positionnement en temps réel, une lecture de piste, un verrouillage et un déverrouillage à distance du téléphone portable, un avertissement de portée, une alarme APP, etc. via une application mobile. Une application peut gérer plusieurs véhicules de manière unifiée, adaptée à l'ingénierie des paires de véhicules, à la location. industrie, automobiles, motos, voitures, planches à roulettes électriques, etc., veuillez appeler pour acheterCe magasin vend également diverses motos et scooters électriques","Ouakam","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f10f728d4d06df0f3fae58398a35849/-/horizon-files-prod/ed/picture/qgq9q858/8680c59a870ee8406296542dc14065c31314de13.jpg"
"1739145663-135","https://www.expat-dakar.com/equipements-pieces?page=27","PORT CHAR A VENDRE 3 ESSIEUX
                                Venant
                                                                                    Keur ndiaye lô,
                                                                                Dakar
                                    
                                        18. nov. '24, 23:30
                                    
                    12 000 000 F Cfa
                        
                        774167420","https://www.expat-dakar.com/annonce/port-char-a-vendre-3-essieux-6169991","Venant","Bonjour

On vend notre port char de 3 essieux dont 7m de long sur 3 m.2  venant en bon etat.","Keur ndiaye lô","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac83f271fb1d0b6fc1e8290ca6973d47/-/horizon-files-prod/ed/picture/q0g78dqw/454ecb19b55f9a6bbd7a6f3ca8b2fb9dfa61c86b.jpg"
"1739145683-136","https://www.expat-dakar.com/equipements-pieces?page=27","JANTES 215/70R16 100T
                                D'occasion
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        vendredi, 09:32
                                    
                    150 000 F Cfa
                        
                        773852586","https://www.expat-dakar.com/annonce/jantes-21570r16-100t-6163889","D'occasion","Pour les amoureux de voiture :","Plateau","150 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b904a077c04c59f5528087d9d58e2f11/-/horizon-files-prod/ed/picture/q78wpepz/30e9c34e3e7954c4b1cbdc512e86b2849f6a8a88.jpg"
"1739150096-137","https://www.expat-dakar.com/equipements-pieces?page=27","Démarreur de voiture portable avec compresseur d'air
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        27. nov. '24, 13:17
                                    
                    63 000 F Cfa
                        
                        774468349","https://www.expat-dakar.com/annonce/demarreur-de-voiture-portable-avec-compresseur-dair-6118860","Neuf","Démarreur de voiture portable avec compresseur d'air, JOELEW 150PSI 4000A Peak Jump Starter Battery Pack (8.5 Gaz/8.0L Diesel), Safe Car 12V Emergency Auto Jumper Box with Display, Emergency Light,","Guediawaye","63 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c21cd2a1a5a88f5313a90452554f2eb/-/horizon-files-prod/ed/picture/qpdmwr0p/1b1e045f3c21b5288a9af63aed1b9dfafb429a23.jpg"
"1739150105-138","https://www.expat-dakar.com/equipements-pieces?page=27","Original LAUNCH CRP123X Elite 4 Systems
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        27. nov. '24, 13:04
                                    
                    150 000 F Cfa
                        
                        774468349","https://www.expat-dakar.com/annonce/original-launch-crp123x-elite-4-systems-6148369","Neuf","Outil 3 en 1 : scanner de diagnostic système + scanner de calibrage/réinitialisation + lecteur de code OBD2, choix parfait pour les techniciens et les bricoleurs. Même un débutant peut s'y accrocher.","Guediawaye","150 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/40601849383e11cc51549c334378bf3a/-/horizon-files-prod/ed/picture/q0g7kdk8/c1e1921c7fcfc65eca7f9aee5d1e3651243e07d1.jpg"
"1739150108-139","https://www.expat-dakar.com/equipements-pieces?page=27","Nettoyage Automobile
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        jeudi, 00:14
                                    
                                            Vendeur vérifié
                                        
                    5 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/nettoyage-automobile-6025045","Neuf","Nettoyage Automobile","Guediawaye","5 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5f9a0907d9203212542f8aed7628020/-/horizon-files-prod/ed/picture/q785q2gq/65e8a26c0aabb65620d18b30f7e8cdbb00f9f334.jpg"
"1739150113-140","https://www.expat-dakar.com/equipements-pieces?page=26","Housse auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. nov. '24, 12:15
                                    
                    75 000 F Cfa
                        
                        778354488","https://www.expat-dakar.com/annonce/housse-auto-6178933","Neuf","Je vends  des housses auto pour tous les voitures

Si vous êtes intéressés ou souhaitez plus d'informations,  contactez moi","Plateau","75 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c05e9b340d767ab04a360c5e53db2f86/-/horizon-files-prod/ed/picture/qxjpkgkn/cbaa11eb408e6d90a062b8488a9c54bb23ebaffd.jpg"
"1739150115-141","https://www.expat-dakar.com/equipements-pieces?page=26","Tapis auto
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. nov. '24, 12:16
                                    
                    20 000 F Cfa
                        
                        778354488","https://www.expat-dakar.com/annonce/tapis-auto-6178956","Neuf","Je vends  des tapis auto de toutes les marques

Si vous êtes intéressés ou souhaitez plus d'informations, contactez moi","Plateau","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0365caca377a79dbdd105c259ff30931/-/horizon-files-prod/ed/picture/qm5gj6nq/1e5280cfb02c17f2a43b0559cd8c592b5bdc79fa.jpg"
"1739150119-142","https://www.expat-dakar.com/equipements-pieces?page=26","Huile de voiture
                                Neuf
                                                                                    Médina,
                                                                                Dakar
                                    
                                        12. nov. '24, 13:17
                                    
                    1 F Cfa
                        
                        777211111","https://www.expat-dakar.com/annonce/huile-de-voiture-6209069","Neuf","Je vends  des huiles  de  qualité  pour  toutes  les voiture

Si vous  êtes intéressés ou souhaitez plus d'informations, contactez  moi","Médina","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca97ec10d6d784b5587df420363b4f84/-/horizon-files-prod/ed/picture/q0g7z2vd/0b5541cb8825a0da53116af10b59261d69162d40.jpg"
"1739150121-143","https://www.expat-dakar.com/equipements-pieces?page=26","Pistolet de lavage de voiture haute pression sans fil,
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        12. nov. '24, 13:26
                                    
                    35 000 F Cfa
                        
                        787198155
                    
                        775078121","https://www.expat-dakar.com/annonce/pistolet-de-lavage-de-voiture-haute-pression-sans-fil-6019540","Neuf","【Puissant et portable】 - Notre nettoyeur haute pression sans fil est équipé d'un moteur en cuivre et de batteries haute performance, offrant une performance de nettoyage puissante et efficace. Il est léger et facile à transporter et est parfait pour le nettoyage en déplacement.

【Modes de nettoyage polyvalents】 - Avec une buse multifonction et un réservoir de détergent, notre nettoyeur haute pression offre une variété de modes pour répondre à vos différents besoins de nettoyage. Choisissez entre jet direct haute pression, jet éventail ou jet de douche.

【Générateur de mousse inclus】 - Notre nettoyeur haute pression est équipé d'un générateur de mousse qui vous permet d'appliquer facilement du savon et d'autres solutions de nettoyage pour un nettoyage plus approfondi.

Large gamme d'applications : des voitures et des bateaux aux façades de bâtiments et aux piscines, notre nettoyeur haute pression est parfait pour une variété de tâches de nettoyage. Il est également idéal pour le camping en plein air et les voyages longue distance.

Kit de nettoyage complet : notre kit de nettoyage haute pression comprend un pulvérisateur d'eau haute pression, une tige d'extension en cuivre, un tuyau d'entrée, un filtre, un pichet en mousse, un raccord d'entrée, 1 lave-linge de voiture, 1 batterie au lithium, 1 chargeur de batterie et 1 tuyau d'eau de 5 m.","Castor","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/355fa95f3a80a2300b3f166bc161742b/-/horizon-files-prod/ed/picture/qdekqde4/a83b6f491d75663383807a6d9e1ba0a85e08aab8.jpg"
"1739150124-144","https://www.expat-dakar.com/equipements-pieces?page=26","RADIO ÉCRAN ANDROID DIGITAL
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        12. nov. '24, 14:40
                                    
                    120 000 F Cfa
                        
                        784230365","https://www.expat-dakar.com/annonce/radio-ecran-android-digital-6080932","Neuf","Je vends des radios écrans Android digital pour toutes les types de voitures

Vous pouvez venir au showroom ou bénéficier d'une livraison

Merci de me contacter si vous êtes intéressés","Plateau","120 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/18f8c0759516a127ac07f38dbb41f073/-/horizon-files-prod/ed/picture/qrzvdzg2/8f290b942ae0fd603e8d1f9e1b73bc8510239ad3.jpg"
